cust_id,age,gender,account_type,mob,state,"wallet_segment(15,50,+)",avg_monthly_balance,avg_monthly_spend,total_balance,credit_score,invested_products
5446,42,Male,Saving,86,WS,LW,24452,23231,-19568,>=670 & <740,0
5447,19,Male,Saving,28,FL,HW,100,127,-208,>=740,2
5448,33,Female,Investment,31,KT,LW,74204,97813,347411,>=740,5
5449,52,Female,Checking,65,NJ,HW,37999,30558,-23117,>=620 & <670,1
5450,55,Male,Investment,21,CA,MW,100,148,104,>=670 & <740,0
5451,23,Male,Investment,85,KT,HW,18953,24061,13845,>=620 & <670,1
5452,42,Male,Saving,57,MS,MW,32772,30977,38157,>=740,5
5453,29,Female,Saving,20,LS,LW,72614,61955,104591,>=740,5
5454,61,Female,Checking,49,CA,HW,2297,2272,-4519,>=670 & <740,2
5455,75,Male,Saving,50,TX,LW,54401,81554,95,>=740,1
5456,46,Male,Checking,56,FL,MW,64987,61450,7074,>=670 & <740,5
5457,48,Female,Saving,64,NE,MW,14283,16128,-5535,>=740,2
5458,28,Male,Checking,93,WS,MW,23062,21309,28321,>=620 & <670,2
5459,36,Female,Investment,7,FL,LW,4092,4231,3536,>=620 & <670,5
5460,59,Male,Checking,97,KT,MW,24913,35408,14418,>=620 & <670,3
5461,20,Male,Checking,49,TX,LW,29085,40594,23643,>=620 & <670,0
5462,24,Female,Checking,24,NE,LW,46491,42425,151671,>=670 & <740,5
5463,47,Male,Investment,68,FL,HW,57254,35730,214810,>=670 & <740,4
5464,63,Female,Checking,65,CA,MW,11297,10038,27630,>=670 & <740,4
5465,46,Female,Checking,18,TX,HW,100,142,458,>=740,2
5466,31,Female,Investment,22,MN,MW,29468,31342,21972,>=740,5
5467,51,Female,Saving,89,MN,MW,37338,43938,-26400,>=620 & <670,2
5468,32,Male,Investment,14,TX,MW,36235,39459,-12896,>=740,5
5469,67,Female,Checking,14,NJ,HW,21833,30690,-17714,>=740,2
5470,44,Female,Saving,83,LS,MW,33118,24469,50416,>=670 & <740,3
5471,75,Male,Saving,2,WS,HW,67886,78776,-111446,>=620 & <670,2
5472,22,Female,Checking,58,MS,MW,39543,52718,-65893,>=670 & <740,0
5473,32,Male,Saving,37,NE,HW,20665,17487,-49283,>=620 & <670,5
5474,54,Female,Saving,85,MS,LW,17495,18260,69215,>=670 & <740,4
5475,67,Male,Saving,91,KT,HW,25753,21620,4133,>=670 & <740,0
5476,71,Male,Saving,97,CA,HW,70918,73477,60682,>=620 & <670,4
5477,34,Female,Checking,76,MS,MW,25417,26140,100222,>=740,1
5478,58,Male,Checking,74,WS,MW,29505,33891,16347,>=670 & <740,0
5479,23,Male,Saving,52,LS,HW,17942,23923,-1,>=620 & <670,0
5480,56,Female,Saving,9,KT,LW,57474,53643,130272,>=670 & <740,5
5481,73,Male,Investment,2,FL,LW,78995,84839,67307,>=740,3
5482,20,Male,Checking,8,MS,LW,41265,58897,-35264,>=740,0
5483,28,Female,Investment,28,LS,LW,32069,22006,170408,>=620 & <670,0
5484,66,Male,Investment,49,LS,LW,30919,26026,128569,>=620 & <670,3
5485,47,Female,Investment,67,MN,HW,100,63,-89,>=740,2
5486,23,Male,Checking,30,WS,MW,48628,61724,84160,>=740,3
5487,34,Male,Investment,43,KT,MW,33354,23660,86096,>=620 & <670,0
5488,75,Female,Saving,20,TX,LW,40708,35468,61668,>=670 & <740,2
5489,20,Male,Investment,36,WS,HW,12213,8247,44571,>=670 & <740,2
5490,58,Male,Checking,90,MN,HW,20388,23566,37598,>=740,1
5491,36,Male,Checking,84,WS,MW,19724,16185,26802,>=670 & <740,0
5492,60,Female,Investment,42,NE,MW,55540,58203,-60866,>=620 & <670,0
5493,27,Male,Checking,12,CA,MW,20531,24099,-27667,>=620 & <670,4
5494,44,Female,Checking,94,MN,LW,82066,87503,-10874,>=740,5
5495,49,Male,Checking,25,LS,LW,40771,58264,-110743,>=670 & <740,0
5496,62,Female,Checking,51,MN,HW,100,99,104,>=620 & <670,5
5497,28,Female,Investment,40,LS,MW,26786,37935,122781,>=670 & <740,5
5498,49,Male,Checking,39,LS,MW,13708,11395,6939,>=740,2
5499,44,Female,Checking,60,NJ,LW,100,133,68,>=620 & <670,2
5500,30,Female,Saving,60,KT,HW,69986,55338,-81380,>=740,1
5501,27,Male,Checking,99,FL,MW,47578,42266,158670,>=620 & <670,3
5502,73,Female,Investment,99,NE,HW,43330,52851,-28563,>=740,0
5503,30,Male,Investment,4,WS,MW,34135,46587,-118078,>=670 & <740,2
5504,66,Female,Checking,26,KT,HW,100,75,50,>=670 & <740,2
5505,68,Female,Investment,32,CA,MW,17909,17470,878,>=740,4
5506,56,Female,Checking,99,MN,MW,51044,44558,217148,>=740,0
5507,68,Male,Investment,79,KT,LW,3719,2906,10690,>=740,3
5508,22,Male,Checking,87,MN,MW,100,60,240,>=620 & <670,0
5509,40,Male,Investment,49,WS,LW,24322,22334,54608,>=620 & <670,4
5510,22,Male,Checking,70,MN,HW,26456,37766,41602,>=740,0
5511,42,Male,Investment,58,TX,LW,33389,46687,106960,>=620 & <670,2
5512,22,Male,Investment,78,KT,HW,48212,31622,194406,>=670 & <740,1
5513,18,Male,Saving,59,MN,LW,45940,58574,41344,>=670 & <740,3
5514,54,Female,Saving,58,FL,MW,36469,40052,138710,>=670 & <740,1
5515,28,Female,Checking,54,CA,MW,59888,41347,96970,>=620 & <670,5
5516,21,Female,Checking,30,LS,MW,100,136,264,>=670 & <740,0
5517,35,Male,Checking,93,NE,LW,42614,34034,68354,>=740,3
5518,74,Male,Checking,26,KT,HW,45663,61661,212317,>=670 & <740,3
5519,37,Male,Investment,70,LS,HW,100,141,-323,>=740,2
5520,60,Female,Checking,32,KT,HW,100,86,128,>=740,4
5521,55,Female,Saving,84,NE,MW,11351,13012,30731,>=620 & <670,2
5522,39,Female,Investment,38,MS,HW,13461,19437,7485,>=620 & <670,0
5523,25,Female,Investment,76,LS,MW,48835,34114,58884,>=740,2
5524,69,Female,Checking,27,LS,HW,14636,17329,35829,>=670 & <740,5
5525,57,Female,Checking,17,FL,MW,8591,11723,-6264,>=740,2
5526,69,Male,Investment,2,MS,HW,14709,17149,-22029,>=740,2
5527,30,Female,Investment,24,TX,MW,57965,45533,140794,>=620 & <670,1
5528,70,Female,Saving,40,TX,MW,30326,41129,-10803,>=670 & <740,0
5529,65,Male,Saving,57,TX,LW,25518,20767,-11265,>=740,1
5530,44,Male,Checking,73,WS,LW,27249,18471,53583,>=670 & <740,1
5531,53,Female,Investment,61,NJ,MW,62301,41218,104467,>=670 & <740,5
5532,60,Male,Saving,45,NE,MW,11270,14584,-21212,>=670 & <740,1
5533,64,Female,Saving,79,FL,HW,62887,49001,76773,>=670 & <740,0
5534,67,Male,Saving,83,LS,MW,35262,50777,-62060,>=740,2
5535,27,Female,Checking,43,NJ,MW,25989,24879,54198,>=620 & <670,5
5536,55,Female,Investment,46,MS,HW,92522,86781,375829,>=740,5
5537,26,Female,Investment,51,KT,MW,3609,4962,5865,>=670 & <740,2
5538,70,Male,Saving,13,NJ,LW,21157,19958,67068,>=670 & <740,0
5539,28,Female,Investment,17,NJ,MW,100,95,505,>=740,1
5540,66,Female,Saving,22,CA,MW,53811,68110,64725,>=740,1
5541,27,Male,Checking,46,FL,LW,72229,88533,-281903,>=740,1
5542,69,Female,Saving,83,NE,MW,71748,87062,-45942,>=740,1
5543,19,Male,Checking,83,NE,HW,60598,80800,-80808,>=740,2
5544,25,Female,Checking,96,TX,HW,25059,26344,-80317,>=670 & <740,1
5545,66,Male,Checking,29,CA,HW,20868,16217,-2264,>=740,2
5546,47,Female,Checking,8,MN,HW,100,76,224,>=670 & <740,5
5547,42,Female,Checking,6,FL,MW,80896,97593,-211883,>=740,1
5548,45,Male,Saving,54,KT,MW,41724,39020,172304,>=620 & <670,3
5549,66,Female,Checking,35,NJ,MW,17701,14757,-8869,>=620 & <670,5
5550,66,Female,Saving,73,FL,MW,63201,67202,-75204,>=740,3
5551,21,Male,Saving,9,KT,MW,5680,4202,11592,>=620 & <670,3
5552,58,Male,Investment,71,NJ,MW,40165,49797,101231,>=740,0
5553,54,Male,Investment,76,LS,HW,25684,28332,-87644,>=740,4
5554,26,Male,Checking,43,MS,LW,45966,49287,-151182,>=740,2
5555,47,Female,Investment,2,NJ,MW,28410,41725,-53260,>=740,2
5556,65,Male,Saving,53,WS,MW,100,130,40,>=740,4
5557,57,Male,Saving,66,NJ,HW,31889,47461,-62288,>=670 & <740,5
5558,23,Female,Checking,26,NJ,LW,56221,76526,-4694,>=740,1
5559,25,Male,Checking,18,MN,MW,29269,28802,-27868,>=670 & <740,4
5560,33,Female,Checking,85,TX,LW,49377,67904,-104958,>=670 & <740,3
5561,58,Female,Saving,50,CA,MW,3861,3900,11544,>=740,2
5562,34,Male,Checking,23,KT,LW,29343,37097,-52605,>=620 & <670,1
5563,68,Female,Saving,25,CA,LW,14387,8792,31172,>=740,3
5564,72,Female,Checking,58,NE,MW,48674,42161,165561,>=670 & <740,5
5565,34,Male,Saving,66,MN,LW,30787,45642,93438,>=620 & <670,1
5566,75,Female,Checking,66,KT,HW,47251,69107,72646,>=740,2
5567,21,Male,Saving,44,NJ,LW,57192,73647,7827,>=620 & <670,4
5568,63,Female,Checking,89,FL,MW,47290,67519,148702,>=740,3
5569,68,Female,Checking,62,MN,LW,36827,32302,-23252,>=740,1
5570,59,Male,Checking,12,MS,MW,5044,6551,-16116,>=670 & <740,3
5571,41,Female,Saving,92,MS,HW,29930,39992,139588,>=740,1
5572,75,Male,Saving,49,MN,HW,16672,17310,-1914,>=740,0
5573,20,Female,Saving,75,MN,HW,21398,27269,-33140,>=740,0
5574,75,Male,Saving,86,NE,LW,20636,26046,9816,>=740,5
5575,61,Male,Checking,26,WS,HW,5501,7831,3171,>=740,0
5576,45,Female,Checking,37,FL,HW,100,68,296,>=740,4
5577,68,Female,Investment,83,LS,MW,13296,14548,-3756,>=740,4
5578,58,Female,Investment,94,TX,MW,34834,39114,-4280,>=670 & <740,4
5579,23,Female,Investment,38,FL,LW,100,138,-452,>=740,5
5580,29,Male,Investment,92,LS,HW,30392,20872,110216,>=620 & <670,3
5581,60,Female,Checking,67,FL,MW,77506,92561,109847,>=620 & <670,0
5582,19,Male,Saving,50,TX,LW,55576,44765,-78719,>=620 & <670,2
5583,24,Male,Checking,97,WS,LW,71088,70994,71370,>=740,0
5584,69,Male,Saving,44,WS,HW,39778,33970,-16546,>=670 & <740,0
5585,33,Female,Investment,10,MS,MW,59187,77410,200302,>=740,5
5586,55,Female,Saving,39,TX,LW,11900,17388,-10052,>=670 & <740,0
5587,27,Female,Checking,63,FL,LW,13891,20209,-32845,>=670 & <740,5
5588,38,Female,Saving,36,CA,HW,100,70,460,>=740,4
5589,58,Male,Investment,39,KT,HW,59653,70192,87689,>=670 & <740,0
5590,29,Male,Saving,67,TX,MW,68508,43728,24780,>=740,1
5591,35,Male,Investment,58,MS,LW,16170,20127,-7914,>=740,3
5592,64,Male,Saving,10,CA,LW,23651,27675,43278,>=670 & <740,5
5593,46,Male,Investment,74,MN,HW,11153,10641,-31411,>=740,3
5594,56,Female,Investment,19,LS,LW,39566,24988,-60386,>=620 & <670,3
5595,75,Female,Investment,99,WS,LW,58123,52693,-152649,>=740,2
5596,19,Female,Investment,73,FL,LW,100,80,220,>=740,5
5597,35,Female,Saving,80,FL,MW,40235,59404,61301,>=740,3
5598,43,Male,Checking,12,NE,MW,23083,14920,47572,>=740,4
5599,75,Female,Investment,56,WS,HW,32834,46977,-122240,>=740,2
5600,62,Female,Checking,13,MN,LW,41474,27341,152688,>=740,5
5601,59,Male,Checking,49,MN,LW,25294,34814,66362,>=620 & <670,1
5602,28,Female,Investment,55,WS,HW,27410,23996,-41164,>=740,2
5603,30,Male,Investment,2,CA,MW,24653,25818,122100,>=670 & <740,2
5604,45,Female,Investment,40,LS,LW,54257,69802,-7923,>=740,5
5605,64,Female,Investment,84,KT,MW,40468,34177,174454,>=740,1
5606,18,Male,Investment,75,WS,LW,35514,38980,-13864,>=620 & <670,5
5607,61,Male,Checking,47,TX,HW,100,126,22,>=740,2
5608,38,Female,Investment,89,FL,HW,20535,16282,70111,>=670 & <740,5
5609,44,Female,Saving,3,KT,LW,52466,37569,-7775,>=670 & <740,2
5610,19,Female,Saving,18,WS,MW,30942,27084,-19368,>=740,0
5611,54,Female,Checking,48,MN,LW,46488,39878,152684,>=740,3
5612,45,Male,Saving,85,NE,MW,74162,73095,2134,>=740,5
5613,50,Male,Checking,9,MS,LW,55965,46426,94121,>=670 & <740,0
5614,58,Female,Investment,76,CA,MW,32328,43776,-13464,>=740,1
5615,60,Male,Investment,99,CA,LW,17225,13368,-19022,>=740,3
5616,53,Male,Investment,93,FL,MW,100,131,-193,>=740,0
5617,46,Male,Investment,93,FL,HW,25790,17853,49601,>=620 & <670,5
5618,27,Male,Checking,5,MN,HW,21849,25595,79904,>=740,4
5619,49,Male,Investment,81,TX,LW,39759,44601,154194,>=670 & <740,4
5620,34,Female,Saving,86,CA,HW,26152,37560,-60376,>=620 & <670,4
5621,43,Female,Saving,93,WS,MW,21990,25685,18295,>=740,0
5622,46,Female,Checking,59,MN,HW,100,108,-32,>=740,5
5623,32,Female,Saving,69,NJ,HW,6500,4165,22340,>=670 & <740,3
5624,50,Male,Saving,5,TX,LW,41916,43480,-132004,>=620 & <670,2
5625,26,Female,Saving,8,CA,LW,72897,62085,116145,>=740,1
5626,42,Female,Saving,68,KT,LW,27561,31559,11569,>=740,3
5627,23,Male,Saving,75,NE,LW,38195,31105,-9835,>=620 & <670,2
5628,47,Female,Saving,77,KT,MW,53811,69358,7170,>=620 & <670,0
5629,47,Male,Investment,87,NE,HW,9727,10284,27510,>=740,0
5630,19,Female,Checking,88,LS,LW,39170,48082,-26736,>=740,0
5631,38,Male,Checking,79,MS,MW,11487,14703,39516,>=670 & <740,5
5632,56,Female,Checking,35,CA,HW,51620,75167,4526,>=670 & <740,2
5633,57,Female,Saving,92,MS,MW,33785,42212,77,>=670 & <740,1
5634,27,Male,Saving,90,FL,MW,37461,53071,171695,>=740,2
5635,33,Male,Saving,2,WS,MW,10435,7536,23769,>=740,3
5636,71,Female,Investment,61,FL,MW,47675,39041,199334,>=740,2
5637,24,Female,Checking,31,KT,MW,82117,93194,-11077,>=670 & <740,4
5638,75,Male,Saving,98,MS,MW,4802,6651,-1849,>=670 & <740,4
5639,72,Male,Checking,47,KT,HW,21506,19608,68314,>=740,4
5640,75,Male,Saving,34,NE,MW,35790,51876,3618,>=670 & <740,1
5641,26,Male,Checking,96,KT,HW,49660,43612,-37564,>=740,4
5642,54,Female,Investment,11,MN,MW,16011,18248,13774,>=670 & <740,4
5643,23,Female,Checking,75,TX,MW,100,63,-89,>=740,5
5644,61,Female,Investment,48,NJ,LW,63979,63226,-124946,>=620 & <670,5
5645,68,Male,Saving,67,MN,LW,49012,60502,184558,>=620 & <670,3
5646,70,Male,Saving,88,FL,MW,100,114,272,>=620 & <670,2
5647,38,Male,Investment,57,KT,MW,14810,18985,-1890,>=620 & <670,4
5648,54,Male,Saving,100,WS,MW,69204,45035,93373,>=740,2
5649,21,Female,Checking,7,KT,HW,66194,84042,246928,>=620 & <670,5
5650,44,Male,Checking,90,KT,MW,53466,80142,-53238,>=670 & <740,2
5651,57,Male,Investment,35,NE,HW,25597,29047,-64994,>=670 & <740,2
5652,47,Male,Investment,99,WS,HW,32074,37761,-81209,>=670 & <740,4
5653,47,Female,Investment,61,MS,MW,26726,25189,28263,>=740,5
5654,21,Female,Checking,1,LS,MW,58205,51095,144850,>=740,0
5655,41,Male,Saving,18,CA,HW,8103,5245,16677,>=740,3
5656,45,Male,Checking,4,TX,MW,9855,13313,-10374,>=740,3
5657,45,Female,Checking,69,LS,LW,55256,73158,129964,>=740,0
5658,56,Female,Checking,35,CA,MW,28890,40119,104331,>=740,1
5659,38,Male,Saving,89,LS,HW,64461,92727,-28266,>=620 & <670,1
5660,47,Female,Checking,64,NJ,HW,13212,17074,5488,>=670 & <740,5
5661,59,Male,Saving,11,NJ,LW,28630,33471,-38312,>=670 & <740,5
5662,44,Male,Saving,63,MN,LW,6939,8112,26583,>=740,1
5663,72,Male,Saving,79,KT,LW,30184,45186,180,>=670 & <740,3
5664,52,Male,Saving,40,FL,LW,100,77,-108,>=670 & <740,5
5665,27,Female,Checking,41,FL,HW,17809,25228,-29676,>=740,4
5666,20,Female,Investment,6,MS,LW,100,92,224,>=740,5
5667,66,Male,Investment,15,TX,MW,47348,44280,3068,>=740,2
5668,35,Male,Investment,70,TX,MW,47914,33342,254142,>=740,3
5669,57,Female,Investment,93,NJ,HW,100,139,361,>=670 & <740,5
5670,66,Male,Checking,35,FL,MW,63347,88669,114075,>=670 & <740,0
5671,47,Male,Saving,1,FL,HW,92435,89987,-175078,>=670 & <740,3
5672,52,Female,Checking,41,TX,LW,31150,43186,14156,>=670 & <740,3
5673,69,Female,Checking,56,TX,MW,13972,19567,50293,>=620 & <670,5
5674,32,Female,Checking,100,WS,LW,100608,132993,-431364,>=620 & <670,1
5675,42,Female,Checking,66,NE,MW,100,69,324,>=620 & <670,2
5676,42,Male,Investment,67,CA,MW,30502,37855,114655,>=740,2
5677,66,Male,Saving,12,TX,LW,34490,26891,153158,>=670 & <740,3
5678,25,Male,Checking,1,WS,MW,63628,54756,-37012,>=670 & <740,3
5679,71,Male,Checking,22,WS,LW,38993,45174,188784,>=740,3
5680,22,Female,Investment,21,WS,MW,17534,19141,47781,>=740,1
5681,25,Male,Investment,91,TX,MW,6220,7543,11117,>=740,3
5682,37,Female,Checking,4,MN,LW,21454,22076,18966,>=620 & <670,5
5683,49,Female,Checking,44,MN,MW,4826,5378,-16686,>=620 & <670,4
5684,75,Male,Investment,38,NE,LW,31195,22207,133768,>=740,2
5685,34,Female,Checking,10,LS,HW,15895,19014,28671,>=670 & <740,1
5686,50,Female,Saving,40,KT,LW,100,66,334,>=740,3
5687,21,Female,Checking,78,NJ,MW,61378,54803,-96456,>=740,2
5688,71,Male,Saving,13,TX,MW,17558,12045,58187,>=670 & <740,5
5689,37,Male,Checking,61,CA,LW,100,98,206,>=620 & <670,5
5690,57,Male,Saving,35,NJ,MW,25793,27241,-1448,>=740,0
5691,54,Female,Checking,83,NJ,MW,31709,27560,67567,>=670 & <740,4
5692,40,Male,Checking,75,TX,MW,100,129,-16,>=740,1
5693,42,Male,Checking,23,LS,MW,38291,48010,143445,>=740,2
5694,33,Male,Checking,70,NE,MW,3821,5241,12444,>=670 & <740,5
5695,74,Male,Investment,78,MS,MW,72775,44810,39085,>=670 & <740,2
5696,39,Male,Saving,3,MS,MW,43099,25959,103338,>=740,4
5697,57,Male,Investment,11,KT,MW,20002,15799,-11596,>=740,5
5698,70,Female,Saving,92,WS,HW,11370,11498,-256,>=740,3
5699,32,Female,Investment,42,MS,LW,27375,21538,78098,>=740,0
5700,39,Male,Checking,60,CA,MW,45319,40543,9552,>=670 & <740,5
5701,41,Female,Investment,27,MS,HW,29362,39185,9716,>=740,3
5702,74,Male,Checking,48,NJ,LW,24571,29306,5631,>=670 & <740,1
5703,44,Male,Investment,49,MS,HW,31459,36148,12703,>=620 & <670,3
5704,34,Male,Investment,41,NJ,LW,14903,18320,-58377,>=670 & <740,0
5705,68,Male,Investment,79,NJ,HW,21419,21221,22013,>=740,0
5706,59,Male,Investment,47,NE,HW,100,75,25,>=670 & <740,1
5707,52,Male,Saving,25,KT,LW,54343,50212,116948,>=740,5
5708,56,Female,Investment,39,TX,HW,37469,41443,-7948,>=670 & <740,0
5709,59,Female,Checking,63,TX,LW,10663,8996,6668,>=670 & <740,3
5710,41,Female,Saving,21,KT,HW,77468,102974,155886,>=670 & <740,1
5711,52,Male,Checking,63,FL,MW,32175,41673,-51171,>=620 & <670,5
5712,18,Male,Saving,17,NJ,LW,4096,4831,5252,>=670 & <740,1
5713,59,Female,Saving,10,NE,LW,51418,54513,-9285,>=740,2
5714,66,Female,Checking,73,KT,MW,39951,46576,13451,>=740,4
5715,30,Male,Checking,20,TX,HW,39864,31636,136048,>=670 & <740,5
5716,33,Female,Saving,9,TX,LW,19356,15022,-2020,>=670 & <740,0
5717,68,Female,Investment,93,LS,MW,41262,54807,137958,>=740,2
5718,48,Male,Checking,61,TX,MW,23456,16298,100982,>=740,0
5719,20,Male,Saving,21,WS,HW,43898,54616,-76052,>=670 & <740,0
5720,29,Male,Checking,77,KT,LW,100,77,269,>=670 & <740,0
5721,34,Male,Saving,53,CA,MW,19153,18601,77716,>=620 & <670,2
5722,34,Female,Saving,61,NJ,MW,73053,46221,172938,>=740,4
5723,43,Female,Investment,57,MN,MW,10823,14381,-3558,>=740,2
5724,66,Male,Saving,23,FL,MW,14904,11440,-15952,>=620 & <670,2
5725,40,Female,Checking,79,MS,LW,18800,23416,65968,>=620 & <670,0
5726,74,Female,Checking,11,LS,MW,100,75,525,>=670 & <740,2
5727,39,Female,Saving,59,KT,HW,100,99,-196,>=620 & <670,1
5728,74,Male,Checking,55,NE,LW,24235,29283,19187,>=740,4
5729,66,Female,Investment,78,NJ,MW,33396,31250,8584,>=740,4
5730,43,Male,Investment,68,NJ,HW,28687,42983,-100262,>=740,5
5731,47,Female,Checking,16,WS,LW,26378,31482,100408,>=620 & <670,1
5732,36,Male,Checking,44,NJ,MW,31076,44175,-21320,>=670 & <740,3
5733,31,Female,Saving,26,WS,HW,55571,35056,137631,>=670 & <740,3
5734,50,Female,Investment,48,KT,HW,25238,21243,3995,>=670 & <740,1
5735,22,Male,Investment,86,FL,MW,15647,21334,-48355,>=740,4
5736,34,Female,Saving,79,FL,HW,22971,27932,13049,>=620 & <670,0
5737,39,Female,Checking,64,NJ,MW,44483,64011,202887,>=740,1
5738,47,Female,Investment,54,MS,MW,65300,76183,97951,>=740,3
5739,57,Female,Investment,25,TX,HW,14296,12429,18030,>=620 & <670,0
5740,34,Female,Checking,22,NJ,LW,32473,40152,1757,>=620 & <670,3
5741,26,Male,Investment,66,NJ,MW,38458,46684,-8226,>=670 & <740,0
5742,69,Female,Investment,14,NE,LW,5185,6786,5567,>=620 & <670,5
5743,23,Male,Investment,35,MN,MW,30510,37944,774,>=670 & <740,3
5744,34,Male,Saving,22,FL,MW,100,72,384,>=740,1
5745,62,Male,Checking,44,CA,MW,100,125,-275,>=620 & <670,2
5746,19,Male,Checking,37,NE,LW,39168,47214,6984,>=740,5
5747,39,Male,Checking,56,KT,HW,20403,12593,7810,>=620 & <670,1
5748,37,Female,Checking,16,NE,HW,35057,45623,129662,>=740,3
5749,18,Male,Saving,78,MN,MW,29552,18138,81932,>=670 & <740,0
5750,71,Female,Investment,10,NJ,MW,5589,6619,4559,>=670 & <740,0
5751,26,Female,Saving,31,MN,MW,28868,17365,98107,>=670 & <740,5
5752,33,Female,Checking,45,KT,MW,100,129,-316,>=620 & <670,3
5753,26,Male,Investment,15,TX,LW,64774,52107,-39440,>=740,1
5754,39,Female,Investment,54,NE,MW,100,82,-64,>=670 & <740,0
5755,24,Female,Saving,77,FL,MW,25105,28849,38978,>=620 & <670,1
5756,44,Female,Saving,12,TX,MW,3943,3119,16596,>=670 & <740,5
5757,59,Female,Investment,73,NJ,LW,44260,40728,54856,>=670 & <740,5
5758,42,Female,Checking,12,CA,MW,21714,21211,87862,>=670 & <740,0
5759,65,Female,Checking,22,WS,MW,17033,20014,-5962,>=740,2
5760,61,Male,Checking,66,TX,HW,51330,68858,-18782,>=740,4
5761,54,Male,Investment,33,LS,HW,30735,28268,9868,>=670 & <740,4
5762,33,Male,Checking,23,NJ,MW,42916,44914,77840,>=670 & <740,0
5763,45,Female,Saving,19,CA,HW,5466,7929,24867,>=670 & <740,2
5764,20,Male,Checking,34,MN,MW,100,60,220,>=620 & <670,0
5765,43,Male,Saving,64,MS,HW,32680,38747,124653,>=670 & <740,0
5766,73,Male,Investment,45,WS,MW,22028,25215,37682,>=740,3
5767,37,Male,Checking,20,NJ,LW,45660,63301,-52923,>=670 & <740,1
5768,42,Female,Checking,66,MN,MW,28002,27726,84834,>=670 & <740,3
5769,58,Male,Checking,77,KT,MW,35126,27223,-19320,>=670 & <740,1
5770,26,Female,Investment,100,KT,HW,100,144,212,>=740,0
5771,71,Female,Saving,22,FL,MW,77210,79955,66230,>=620 & <670,2
5772,72,Female,Investment,13,KT,MW,25893,22717,35421,>=670 & <740,0
5773,44,Male,Saving,70,NE,MW,47439,42393,199848,>=670 & <740,0
5774,70,Female,Investment,24,WS,HW,9097,9211,-9553,>=620 & <670,2
5775,67,Male,Saving,73,FL,MW,37700,45435,22230,>=740,1
5776,28,Female,Checking,68,LS,LW,100,109,191,>=670 & <740,4
5777,18,Male,Saving,91,CA,LW,41301,52600,112604,>=620 & <670,1
5778,21,Male,Checking,28,MS,HW,21100,25003,-32809,>=740,4
5779,71,Female,Investment,13,WS,MW,30729,22698,-60063,>=620 & <670,1
5780,30,Male,Saving,32,TX,HW,47449,34879,-9739,>=620 & <670,0
5781,62,Male,Saving,81,LS,MW,100,128,144,>=740,5
5782,47,Male,Checking,71,MN,MW,12887,12807,38821,>=670 & <740,3
5783,18,Female,Saving,17,LS,HW,41433,55057,561,>=620 & <670,2
5784,34,Female,Investment,49,TX,MW,82455,64163,201494,>=740,0
5785,42,Male,Checking,87,KT,MW,26547,35268,97467,>=740,4
5786,62,Female,Saving,7,WS,HW,44778,47578,-50378,>=620 & <670,0
5787,51,Female,Saving,83,CA,MW,27325,40979,-13654,>=740,0
5788,62,Female,Investment,53,CA,HW,78556,48628,187040,>=670 & <740,2
5789,54,Female,Saving,37,NE,LW,100,138,262,>=740,4
5790,28,Male,Saving,91,KT,LW,32365,47137,49958,>=740,3
5791,23,Female,Investment,28,FL,HW,100,84,-152,>=740,0
5792,75,Female,Saving,17,CA,MW,100,77,-131,>=740,5
5793,60,Female,Saving,5,CA,MW,37436,53701,-139932,>=740,5
5794,39,Female,Saving,92,TX,LW,33487,48154,71127,>=740,2
5795,23,Female,Saving,41,MN,MW,22879,34180,-113841,>=670 & <740,2
5796,63,Female,Checking,65,NE,HW,27345,19025,16640,>=740,4
5797,21,Male,Saving,23,LS,MW,107457,155373,71166,>=740,0
5798,71,Male,Investment,48,KT,LW,23545,16685,6860,>=670 & <740,3
5799,20,Male,Saving,99,TX,LW,42753,38651,59161,>=740,1
5800,50,Male,Saving,35,MS,MW,13765,18778,45034,>=670 & <740,3
5801,32,Male,Checking,64,FL,MW,37380,27234,-71556,>=740,4
5802,29,Female,Investment,82,KT,MW,24044,33270,-12860,>=620 & <670,4
5803,22,Male,Investment,30,NE,MW,19737,27796,90626,>=670 & <740,0
5804,18,Female,Checking,30,MS,HW,75472,82964,-14984,>=620 & <670,1
5805,25,Male,Investment,39,KT,LW,59429,69303,-148480,>=740,1
5806,19,Female,Checking,40,FL,MW,33418,36067,58889,>=620 & <670,2
5807,54,Female,Saving,39,LS,HW,100,127,-27,>=740,3
5808,44,Male,Saving,36,TX,LW,20974,17460,52490,>=620 & <670,5
5809,23,Male,Investment,6,CA,LW,97575,126696,263604,>=740,0
5810,42,Male,Checking,88,FL,MW,24233,20376,35804,>=740,5
5811,52,Male,Investment,4,LS,MW,57580,41102,131638,>=740,0
5812,52,Female,Investment,51,LS,LW,66048,86038,-59970,>=620 & <670,2
5813,41,Female,Saving,40,MN,HW,35474,26747,-36040,>=740,1
5814,59,Female,Saving,4,LS,LW,8954,5433,37425,>=740,5
5815,36,Male,Checking,95,WS,HW,100,66,434,>=620 & <670,3
5816,21,Female,Checking,68,FL,LW,47104,46825,-93371,>=740,4
5817,54,Male,Checking,66,NE,HW,9631,13776,44010,>=740,2
5818,48,Male,Checking,89,MN,LW,34403,48390,-124754,>=670 & <740,3
5819,40,Female,Investment,36,NJ,MW,100,88,48,>=670 & <740,0
